year,cancerType,state,stat,value
2001,Digestive,CO,deaths,1238
2001,Digestive,CO,population,4425687
2001,Digestive,CO,crude_rate,28
2002,Digestive,CO,deaths,1275
2002,Digestive,CO,population,4490406
2002,Digestive,CO,crude_rate,28.4
2003,Digestive,CO,deaths,1303
2003,Digestive,CO,population,4528732
2003,Digestive,CO,crude_rate,28.8
2004,Digestive,CO,deaths,1287
2004,Digestive,CO,population,4575013
2004,Digestive,CO,crude_rate,28.1
2005,Digestive,CO,deaths,1264
2005,Digestive,CO,population,4631888
2005,Digestive,CO,crude_rate,27.3
2006,Digestive,CO,deaths,1296
2006,Digestive,CO,population,4720423
2006,Digestive,CO,crude_rate,27.5
2007,Digestive,CO,deaths,1385
2007,Digestive,CO,population,4803868
2007,Digestive,CO,crude_rate,28.8
2008,Digestive,CO,deaths,1497
2008,Digestive,CO,population,4889730
2008,Digestive,CO,crude_rate,30.6
2009,Digestive,CO,deaths,1436
2009,Digestive,CO,population,4972195
2009,Digestive,CO,crude_rate,28.9
2010,Digestive,CO,deaths,1441
2010,Digestive,CO,population,5029196
2010,Digestive,CO,crude_rate,28.7
1999,Digestive,CT,deaths,1159
1999,Digestive,CT,population,3386401
1999,Digestive,CT,crude_rate,34.2
2000,Digestive,CT,deaths,1150
2000,Digestive,CT,population,3405565
2000,Digestive,CT,crude_rate,33.8
2001,Digestive,CT,deaths,1145
2001,Digestive,CT,population,3432835
2001,Digestive,CT,crude_rate,33.4
2002,Digestive,CT,deaths,1165
2002,Digestive,CT,population,3458749
2002,Digestive,CT,crude_rate,33.7
2003,Digestive,CT,deaths,1154
2003,Digestive,CT,population,3484336
2003,Digestive,CT,crude_rate,33.1
2004,Digestive,CT,deaths,1114
2004,Digestive,CT,population,3496094
2004,Digestive,CT,crude_rate,31.9
2005,Digestive,CT,deaths,1151
2005,Digestive,CT,population,3506956
2005,Digestive,CT,crude_rate,32.8
2006,Digestive,CT,deaths,1128
2006,Digestive,CT,population,3517460
2006,Digestive,CT,crude_rate,32.1
2007,Digestive,CT,deaths,1088
2007,Digestive,CT,population,3527270
2007,Digestive,CT,crude_rate,30.8
2008,Digestive,CT,deaths,1060
2008,Digestive,CT,population,3545579
2008,Digestive,CT,crude_rate,29.9
2009,Digestive,CT,deaths,1063
2009,Digestive,CT,population,3561807
2009,Digestive,CT,crude_rate,29.8
2010,Digestive,CT,deaths,1088
2010,Digestive,CT,population,3574097
2010,Digestive,CT,crude_rate,30.4
1999,Digestive,DE,deaths,237
1999,Digestive,DE,population,774990
1999,Digestive,DE,crude_rate,30.6
2000,Digestive,DE,deaths,279
2000,Digestive,DE,population,783600
2000,Digestive,DE,crude_rate,35.6
2001,Digestive,DE,deaths,263
2001,Digestive,DE,population,795699
2001,Digestive,DE,crude_rate,33.1
2002,Digestive,DE,deaths,271
2002,Digestive,DE,population,806169
2002,Digestive,DE,crude_rate,33.6
2003,Digestive,DE,deaths,262
2003,Digestive,DE,population,818003
2003,Digestive,DE,crude_rate,32
2004,Digestive,DE,deaths,245
2004,Digestive,DE,population,830803
2004,Digestive,DE,crude_rate,29.5
2005,Digestive,DE,deaths,228
2005,Digestive,DE,population,845150
2005,Digestive,DE,crude_rate,27
2006,Digestive,DE,deaths,241
2006,Digestive,DE,population,859268
2006,Digestive,DE,crude_rate,28
2007,Digestive,DE,deaths,241
2007,Digestive,DE,population,871749
2007,Digestive,DE,crude_rate,27.6
2008,Digestive,DE,deaths,275
2008,Digestive,DE,population,883874
2008,Digestive,DE,crude_rate,31.1
2009,Digestive,DE,deaths,254
2009,Digestive,DE,population,891730
2009,Digestive,DE,crude_rate,28.5
2010,Digestive,DE,deaths,264
2010,Digestive,DE,population,897934
2010,Digestive,DE,crude_rate,29.4
1999,Digestive,DC,deaths,206
1999,Digestive,DC,population,570213
1999,Digestive,DC,crude_rate,36.1
2000,Digestive,DC,deaths,182
2000,Digestive,DC,population,572059
2000,Digestive,DC,crude_rate,31.8
2001,Digestive,DC,deaths,194
2001,Digestive,DC,population,574504
2001,Digestive,DC,crude_rate,33.8
2002,Digestive,DC,deaths,211
2002,Digestive,DC,population,573158
2002,Digestive,DC,crude_rate,36.8
2003,Digestive,DC,deaths,187
2003,Digestive,DC,population,568502
2003,Digestive,DC,crude_rate,32.9
2004,Digestive,DC,deaths,210
2004,Digestive,DC,population,567754
2004,Digestive,DC,crude_rate,37
2005,Digestive,DC,deaths,198
2005,Digestive,DC,population,567136
2005,Digestive,DC,crude_rate,34.9
2006,Digestive,DC,deaths,183
2006,Digestive,DC,population,570681
2006,Digestive,DC,crude_rate,32.1
2007,Digestive,DC,deaths,168
2007,Digestive,DC,population,574404
2007,Digestive,DC,crude_rate,29.2
2008,Digestive,DC,deaths,174
2008,Digestive,DC,population,580236
2008,Digestive,DC,crude_rate,30
2009,Digestive,DC,deaths,149
2009,Digestive,DC,population,592228
2009,Digestive,DC,crude_rate,25.2
2010,Digestive,DC,deaths,163
2010,Digestive,DC,population,601723
2010,Digestive,DC,crude_rate,27.1
1999,Digestive,FL,deaths,5308
1999,Digestive,FL,population,15759421
1999,Digestive,FL,crude_rate,33.7
2000,Digestive,FL,deaths,5361
2000,Digestive,FL,population,15982378
2000,Digestive,FL,crude_rate,33.5
2001,Digestive,FL,deaths,5572
2001,Digestive,FL,population,16356966
2001,Digestive,FL,crude_rate,34.1
2002,Digestive,FL,deaths,5639
2002,Digestive,FL,population,16689370
2002,Digestive,FL,crude_rate,33.8
2003,Digestive,FL,deaths,5764
2003,Digestive,FL,population,17004085
2003,Digestive,FL,crude_rate,33.9
2004,Digestive,FL,deaths,5585
2004,Digestive,FL,population,17415318
2004,Digestive,FL,crude_rate,32.1
2005,Digestive,FL,deaths,5677
2005,Digestive,FL,population,17842038
2005,Digestive,FL,crude_rate,31.8
2006,Digestive,FL,deaths,5647
2006,Digestive,FL,population,18166990
2006,Digestive,FL,crude_rate,31.1
2007,Digestive,FL,deaths,5717
2007,Digestive,FL,population,18367842
2007,Digestive,FL,crude_rate,31.1
2008,Digestive,FL,deaths,5955
2008,Digestive,FL,population,18527305
2008,Digestive,FL,crude_rate,32.1
2009,Digestive,FL,deaths,5786
2009,Digestive,FL,population,18652644
2009,Digestive,FL,crude_rate,31
2010,Digestive,FL,deaths,6038
2010,Digestive,FL,population,18801310
2010,Digestive,FL,crude_rate,32.1
1999,Digestive,GA,deaths,2177
1999,Digestive,GA,population,8045965
1999,Digestive,GA,crude_rate,27.1
2000,Digestive,GA,deaths,2077
2000,Digestive,GA,population,8186453
2000,Digestive,GA,crude_rate,25.4
2001,Digestive,GA,deaths,2335
2001,Digestive,GA,population,8377038
2001,Digestive,GA,crude_rate,27.9
2002,Digestive,GA,deaths,2394
2002,Digestive,GA,population,8508256
2002,Digestive,GA,crude_rate,28.1
2003,Digestive,GA,deaths,2444
2003,Digestive,GA,population,8622793
2003,Digestive,GA,crude_rate,28.3
2004,Digestive,GA,deaths,2359
2004,Digestive,GA,population,8769252
2004,Digestive,GA,crude_rate,26.9
2005,Digestive,GA,deaths,2415
2005,Digestive,GA,population,8925922
2005,Digestive,GA,crude_rate,27.1
2006,Digestive,GA,deaths,2433
2006,Digestive,GA,population,9155813
2006,Digestive,GA,crude_rate,26.6
2007,Digestive,GA,deaths,2554
2007,Digestive,GA,population,9349988
2007,Digestive,GA,crude_rate,27.3
2008,Digestive,GA,deaths,2401
2008,Digestive,GA,population,9504843
2008,Digestive,GA,crude_rate,25.3
2009,Digestive,GA,deaths,2382
2009,Digestive,GA,population,9620846
2009,Digestive,GA,crude_rate,24.8
2010,Digestive,GA,deaths,2457
2010,Digestive,GA,population,9687653
2010,Digestive,GA,crude_rate,25.4
1999,Digestive,HI,deaths,267
1999,Digestive,HI,population,1210300
1999,Digestive,HI,crude_rate,22.1
2000,Digestive,HI,deaths,280
2000,Digestive,HI,population,1211537
2000,Digestive,HI,crude_rate,23.1
2001,Digestive,HI,deaths,280
2001,Digestive,HI,population,1225948
2001,Digestive,HI,crude_rate,22.8
2002,Digestive,HI,deaths,292
2002,Digestive,HI,population,1239613
2002,Digestive,HI,crude_rate,23.6
2003,Digestive,HI,deaths,274
2003,Digestive,HI,population,1251154
2003,Digestive,HI,crude_rate,21.9
2004,Digestive,HI,deaths,298
2004,Digestive,HI,population,1273569
2004,Digestive,HI,crude_rate,23.4
2005,Digestive,HI,deaths,326
2005,Digestive,HI,population,1292729
2005,Digestive,HI,crude_rate,25.2
2006,Digestive,HI,deaths,345
2006,Digestive,HI,population,1309731
2006,Digestive,HI,crude_rate,26.3
2007,Digestive,HI,deaths,341
2007,Digestive,HI,population,1315675
2007,Digestive,HI,crude_rate,25.9
2008,Digestive,HI,deaths,323
2008,Digestive,HI,population,1332213
2008,Digestive,HI,crude_rate,24.2
2009,Digestive,HI,deaths,379
2009,Digestive,HI,population,1346717
2009,Digestive,HI,crude_rate,28.1
2010,Digestive,HI,deaths,350
2010,Digestive,HI,population,1360301
2010,Digestive,HI,crude_rate,25.7
1999,Digestive,ID,deaths,333
1999,Digestive,ID,population,1275674
1999,Digestive,ID,crude_rate,26.1
2000,Digestive,ID,deaths,403
2000,Digestive,ID,population,1293953
2000,Digestive,ID,crude_rate,31.1
2001,Digestive,ID,deaths,394
2001,Digestive,ID,population,1319962
2001,Digestive,ID,crude_rate,29.8
2002,Digestive,ID,deaths,389
2002,Digestive,ID,population,1340372
2002,Digestive,ID,crude_rate,29
2003,Digestive,ID,deaths,424
2003,Digestive,ID,population,1363380
2003,Digestive,ID,crude_rate,31.1
2004,Digestive,ID,deaths,399
2004,Digestive,ID,population,1391802
2004,Digestive,ID,crude_rate,28.7
2005,Digestive,ID,deaths,408
2005,Digestive,ID,population,1428241
2005,Digestive,ID,crude_rate,28.6
2006,Digestive,ID,deaths,400
2006,Digestive,ID,population,1468669
2006,Digestive,ID,crude_rate,27.2
2007,Digestive,ID,deaths,454
2007,Digestive,ID,population,1505105
2007,Digestive,ID,crude_rate,30.2
2008,Digestive,ID,deaths,443
2008,Digestive,ID,population,1534320
2008,Digestive,ID,crude_rate,28.9
2009,Digestive,ID,deaths,432
2009,Digestive,ID,population,1554439
2009,Digestive,ID,crude_rate,27.8
2010,Digestive,ID,deaths,458
2010,Digestive,ID,population,1567582
2010,Digestive,ID,crude_rate,29.2
1999,Digestive,IL,deaths,3706
1999,Digestive,IL,population,12359020
1999,Digestive,IL,crude_rate,30
2000,Digestive,IL,deaths,3644
2000,Digestive,IL,population,12419293
2000,Digestive,IL,crude_rate,29.3
2001,Digestive,IL,deaths,3651
2001,Digestive,IL,population,12488445
2001,Digestive,IL,crude_rate,29.2
2002,Digestive,IL,deaths,3648
2002,Digestive,IL,population,12525556
2002,Digestive,IL,crude_rate,29.1
2003,Digestive,IL,deaths,3642
2003,Digestive,IL,population,12556006
2003,Digestive,IL,crude_rate,29
2004,Digestive,IL,deaths,3565
2004,Digestive,IL,population,12589773
2004,Digestive,IL,crude_rate,28.3
2005,Digestive,IL,deaths,3585
2005,Digestive,IL,population,12609903
2005,Digestive,IL,crude_rate,28.4
2006,Digestive,IL,deaths,3552
2006,Digestive,IL,population,12643955
2006,Digestive,IL,crude_rate,28.1
2007,Digestive,IL,deaths,3532
2007,Digestive,IL,population,12695866
2007,Digestive,IL,crude_rate,27.8
2008,Digestive,IL,deaths,3652
2008,Digestive,IL,population,12747038
2008,Digestive,IL,crude_rate,28.6
2009,Digestive,IL,deaths,3480
2009,Digestive,IL,population,12796778
2009,Digestive,IL,crude_rate,27.2
2010,Digestive,IL,deaths,3498
2010,Digestive,IL,population,12830632
2010,Digestive,IL,crude_rate,27.3
1999,Digestive,IN,deaths,1778
1999,Digestive,IN,population,6044969
1999,Digestive,IN,crude_rate,29.4
2000,Digestive,IN,deaths,1787
2000,Digestive,IN,population,6080485
2000,Digestive,IN,crude_rate,29.4
2001,Digestive,IN,deaths,1878
2001,Digestive,IN,population,6127760
2001,Digestive,IN,crude_rate,30.6
2002,Digestive,IN,deaths,1895
2002,Digestive,IN,population,6155967
2002,Digestive,IN,crude_rate,30.8
2003,Digestive,IN,deaths,1886
2003,Digestive,IN,population,6196638
2003,Digestive,IN,crude_rate,30.4
2004,Digestive,IN,deaths,1883
2004,Digestive,IN,population,6233007
2004,Digestive,IN,crude_rate,30.2
2005,Digestive,IN,deaths,1834
2005,Digestive,IN,population,6278616
2005,Digestive,IN,crude_rate,29.2
2006,Digestive,IN,deaths,1933
2006,Digestive,IN,population,6332669
2006,Digestive,IN,crude_rate,30.5
2007,Digestive,IN,deaths,1828
2007,Digestive,IN,population,6379599
2007,Digestive,IN,crude_rate,28.7
2008,Digestive,IN,deaths,1922
2008,Digestive,IN,population,6424806
2008,Digestive,IN,crude_rate,29.9
2009,Digestive,IN,deaths,1911
2009,Digestive,IN,population,6459325
2009,Digestive,IN,crude_rate,29.6
2010,Digestive,IN,deaths,2031
2010,Digestive,IN,population,6483802
2010,Digestive,IN,crude_rate,31.3
1999,Digestive,IA,deaths,933
1999,Digestive,IA,population,2917634
1999,Digestive,IA,crude_rate,32
2000,Digestive,IA,deaths,938
2000,Digestive,IA,population,2926324
2000,Digestive,IA,crude_rate,32.1
2001,Digestive,IA,deaths,953
2001,Digestive,IA,population,2931997
2001,Digestive,IA,crude_rate,32.5
2002,Digestive,IA,deaths,944
2002,Digestive,IA,population,2934234
2002,Digestive,IA,crude_rate,32.2
2003,Digestive,IA,deaths,963
2003,Digestive,IA,population,2941999
2003,Digestive,IA,crude_rate,32.7
2004,Digestive,IA,deaths,950
2004,Digestive,IA,population,2953635
2004,Digestive,IA,crude_rate,32.2
2005,Digestive,IA,deaths,880
2005,Digestive,IA,population,2964454
2005,Digestive,IA,crude_rate,29.7
2006,Digestive,IA,deaths,927
2006,Digestive,IA,population,2982644
2006,Digestive,IA,crude_rate,31.1
2007,Digestive,IA,deaths,965
2007,Digestive,IA,population,2999212
2007,Digestive,IA,crude_rate,32.2
2008,Digestive,IA,deaths,976
2008,Digestive,IA,population,3016734
2008,Digestive,IA,crude_rate,32.4
2009,Digestive,IA,deaths,1007
2009,Digestive,IA,population,3032870
2009,Digestive,IA,crude_rate,33.2
2010,Digestive,IA,deaths,1033
2010,Digestive,IA,population,3046355
2010,Digestive,IA,crude_rate,33.9
1999,Digestive,KS,deaths,836
1999,Digestive,KS,population,2678338
1999,Digestive,KS,crude_rate,31.2
2000,Digestive,KS,deaths,843
2000,Digestive,KS,population,2688418
2000,Digestive,KS,crude_rate,31.4
2001,Digestive,KS,deaths,814
2001,Digestive,KS,population,2702162
2001,Digestive,KS,crude_rate,30.1
2002,Digestive,KS,deaths,851
2002,Digestive,KS,population,2713535
2002,Digestive,KS,crude_rate,31.4
2003,Digestive,KS,deaths,814
2003,Digestive,KS,population,2723004
2003,Digestive,KS,crude_rate,29.9
2004,Digestive,KS,deaths,856
2004,Digestive,KS,population,2734373
2004,Digestive,KS,crude_rate,31.3
2005,Digestive,KS,deaths,860
2005,Digestive,KS,population,2745299
2005,Digestive,KS,crude_rate,31.3
2006,Digestive,KS,deaths,926
2006,Digestive,KS,population,2762931
2006,Digestive,KS,crude_rate,33.5
2007,Digestive,KS,deaths,854
2007,Digestive,KS,population,2783785
2007,Digestive,KS,crude_rate,30.7
2008,Digestive,KS,deaths,927
2008,Digestive,KS,population,2808076
2008,Digestive,KS,crude_rate,33
2009,Digestive,KS,deaths,891
2009,Digestive,KS,population,2832704
2009,Digestive,KS,crude_rate,31.5
2010,Digestive,KS,deaths,874
2010,Digestive,KS,population,2853118
2010,Digestive,KS,crude_rate,30.6
1999,Digestive,KY,deaths,1336
1999,Digestive,KY,population,4018053
1999,Digestive,KY,crude_rate,33.2
2000,Digestive,KY,deaths,1313
2000,Digestive,KY,population,4041769
2000,Digestive,KY,crude_rate,32.5
2001,Digestive,KY,deaths,1359
2001,Digestive,KY,population,4068132
2001,Digestive,KY,crude_rate,33.4
2002,Digestive,KY,deaths,1408
2002,Digestive,KY,population,4089875
2002,Digestive,KY,crude_rate,34.4
2003,Digestive,KY,deaths,1288
2003,Digestive,KY,population,4117170
2003,Digestive,KY,crude_rate,31.3
2004,Digestive,KY,deaths,1353
2004,Digestive,KY,population,4146101
2004,Digestive,KY,crude_rate,32.6
2005,Digestive,KY,deaths,1305
2005,Digestive,KY,population,4182742
2005,Digestive,KY,crude_rate,31.2
2006,Digestive,KY,deaths,1336
2006,Digestive,KY,population,4219239
2006,Digestive,KY,crude_rate,31.7
2007,Digestive,KY,deaths,1387
2007,Digestive,KY,population,4256672
2007,Digestive,KY,crude_rate,32.6
2008,Digestive,KY,deaths,1384
2008,Digestive,KY,population,4289878
2008,Digestive,KY,crude_rate,32.3
2009,Digestive,KY,deaths,1450
2009,Digestive,KY,population,4317074
2009,Digestive,KY,crude_rate,33.6
2010,Digestive,KY,deaths,1494
2010,Digestive,KY,population,4339367
2010,Digestive,KY,crude_rate,34.4
1999,Digestive,LA,deaths,1315
1999,Digestive,LA,population,4460811
1999,Digestive,LA,crude_rate,29.5
2000,Digestive,LA,deaths,1290
2000,Digestive,LA,population,4468976
2000,Digestive,LA,crude_rate,28.9
2001,Digestive,LA,deaths,1253
2001,Digestive,LA,population,4477875
2001,Digestive,LA,crude_rate,28
2002,Digestive,LA,deaths,1309
2002,Digestive,LA,population,4497267
2002,Digestive,LA,crude_rate,29.1
2003,Digestive,LA,deaths,1388
2003,Digestive,LA,population,4521042
2003,Digestive,LA,crude_rate,30.7
2004,Digestive,LA,deaths,1363
2004,Digestive,LA,population,4552238
2004,Digestive,LA,crude_rate,29.9
2005,Digestive,LA,deaths,1394
2005,Digestive,LA,population,4576628
2005,Digestive,LA,crude_rate,30.5
2006,Digestive,LA,deaths,1299
2006,Digestive,LA,population,4302665
2006,Digestive,LA,crude_rate,30.2
2007,Digestive,LA,deaths,1248
2007,Digestive,LA,population,4375581
2007,Digestive,LA,crude_rate,28.5
2008,Digestive,LA,deaths,1304
2008,Digestive,LA,population,4435586
2008,Digestive,LA,crude_rate,29.4
2009,Digestive,LA,deaths,1251
2009,Digestive,LA,population,4491648
2009,Digestive,LA,crude_rate,27.9
2010,Digestive,LA,deaths,1271
2010,Digestive,LA,population,4533372
2010,Digestive,LA,crude_rate,28
1999,Digestive,ME,deaths,474
1999,Digestive,ME,population,1266808
1999,Digestive,ME,crude_rate,37.4
2000,Digestive,ME,deaths,456
2000,Digestive,ME,population,1274923
2000,Digestive,ME,crude_rate,35.8
2001,Digestive,ME,deaths,449
2001,Digestive,ME,population,1285692
2001,Digestive,ME,crude_rate,34.9
2002,Digestive,ME,deaths,464
2002,Digestive,ME,population,1295960
2002,Digestive,ME,crude_rate,35.8
2003,Digestive,ME,deaths,503
2003,Digestive,ME,population,1306513
2003,Digestive,ME,crude_rate,38.5
2004,Digestive,ME,deaths,457
2004,Digestive,ME,population,1313688
2004,Digestive,ME,crude_rate,34.8
2005,Digestive,ME,deaths,482
2005,Digestive,ME,population,1318787
2005,Digestive,ME,crude_rate,36.5
2006,Digestive,ME,deaths,494
2006,Digestive,ME,population,1323619
2006,Digestive,ME,crude_rate,37.3
2007,Digestive,ME,deaths,512
2007,Digestive,ME,population,1327040
2007,Digestive,ME,crude_rate,38.6
2008,Digestive,ME,deaths,514
2008,Digestive,ME,population,1330509
2008,Digestive,ME,crude_rate,38.6
2009,Digestive,ME,deaths,512
2009,Digestive,ME,population,1329590
2009,Digestive,ME,crude_rate,38.5
2010,Digestive,ME,deaths,526
2010,Digestive,ME,population,1328361
2010,Digestive,ME,crude_rate,39.6
1999,Digestive,MD,deaths,1556
1999,Digestive,MD,population,5254509
1999,Digestive,MD,crude_rate,29.6
2000,Digestive,MD,deaths,1489
2000,Digestive,MD,population,5296486
2000,Digestive,MD,crude_rate,28.1
2001,Digestive,MD,deaths,1472
2001,Digestive,MD,population,5374691
2001,Digestive,MD,crude_rate,27.4
2002,Digestive,MD,deaths,1491
2002,Digestive,MD,population,5440389
2002,Digestive,MD,crude_rate,27.4
2003,Digestive,MD,deaths,1549
2003,Digestive,MD,population,5496269
